Player_ID,Player_Name,Age,Nationality,Position,Current_Club,League,Appearances,Goals,Market_Value_Million_EUR,Transfer_Fee_Million_EUR,Shots_Per_Game,Dribbles_Per_Game,Key_Passes_Per_Game,Tackles_Per_Game,Interceptions_Per_Game,Clearances_Per_Game,Pass_Accuracy_Percentage,Saves_Per_Game,Clean_Sheets,Save_Percentage,Contract_Start,Contract_End,Height_cm,Weight_kg,Preferred_Foot
29410,,23,,FW,,Bundesliga,29,21,93.3,45.7,4.3,1.7,2.8,0.6,0.7,1.2,79.8,0,4.7,1.2,2015-06-07,2017-05-01,186,71,Right
66333,Wesley Beltran,26,France,DF,Arsenal,Serie A,36,11,47.1,104.9,0.3,1.3,0.8,3.9,3.3,3.5,87.9,0.3,4.7,4.2,2008-09-26,2011-11-07,189,91,Right
26704,Richard Hayes,26,England,FW,Bayern Munich,Premier League,14,12,29.9,44.6,3.9,3.3,,0.4,0.3,0.3,73.9,0.1,4.2,0.9,2018-10-17,2022-02-02,172,74,Right
15482,Randy Davidson,27,Brazil,FW,Arsenal,Serie A,42,,22.1,80.1,2.1,2.8,1.7,1,1,0.5,83.8,0.1,3.3,0.6,2009-07-19,2012-05-07,169,75,Right
50404,Crystal Castro,22,Italy,DF,Real Madrid,Serie A,,23,66,92.4,0.6,,1,3.1,2.8,7,85.3,0.3,4.7,4.3,2014-02-26,2015-05-10,182,81,Left
57795,Bryan Martin,24,Spain,,PSG,Ligue 1,32,16,40,79.7,0.1,0.2,0.5,0.1,0.1,2,67.4,4.8,,87.4,2006-07-02,2008-10-25,174,87,Right
15229,Jessica Fowler,28,Italy,MF,Arsenal,Serie A,,7,9.1,94.9,1.8,1.3,2,3.1,,1.7,86,0.1,3.6,3.9,2017-02-14,2022-07-21,171,79,Right
56898,Carlos Waters,19,Netherlands,FW,Barcelona,Premier League,33,14,,104,2.6,2.7,1.1,1.1,0.6,0.8,82.8,0.1,2.5,1.6,2014-10-14,2016-08-02,168,92,Both
37535,Levi Rios,28,,,Bayern Munich,Ligue 1,,23,52.1,,2,2,2.9,,2.1,,81,,0.2,2.9,2005-02-19,2010-01-05,180,69,Right
99399,David Hernandez,17,Brazil,,Manchester United,Serie A,15,25,84.1,73.1,0.7,0.7,,4.9,2.9,,76,0,12.4,7.2,2017-05-11,2021-04-15,187,91,Right
42706,Beverly Jones,,Italy,FW,,Premier League,38,3,68.6,,2.5,2.8,1.6,0.3,0.3,,76.2,0.1,0.1,0.7,2008-03-25,2012-11-25,189,92,Right
97416,Sandra Campbell,30,Brazil,FW,Manchester United,Bundesliga,37,26,108.1,36.1,2.9,3.1,2.5,0.3,0.8,0.7,,0.1,4.7,2.7,2013-02-26,2014-05-05,174,61,
23473,Sonya Reynolds,28,Argentina,DF,Arsenal,Ligue 1,24,10,77.5,86.9,0.2,1.3,0.8,,4.3,3.6,87.9,0.1,4,7.6,2007-09-06,2012-05-26,182,92,Left
56357,Jessica Erickson,23,Spain,GK,Bayern Munich,Bundesliga,15,7,93.5,42.6,0,0.1,0,0.2,0.1,1.3,62.6,5.1,7.2,83.9,2019-06-25,2021-04-22,194,92,Right
83385,James Richardson,18,Germany,FW,PSG,Bundesliga,7,14,,,3.6,2.9,1.3,,0.7,1.2,,0,2.5,2.1,2007-05-04,2011-07-07,181,72,
63264,Michael Adams,33,England,GK,Real Madrid,Ligue 1,43,7,104.9,84.6,0,0.2,0,,0.1,1,75.3,4.2,13.8,73.5,2019-04-19,2023-06-06,194,89,Right
91351,Kerry Stevens,32,Argentina,FW,Manchester United,La Liga,0,2,112.7,72.1,3,2.2,2.2,0.4,0.3,1.3,78.8,,,2,2005-11-21,2009-07-14,186,92,Left
30257,,20,France,FW,Real Madrid,La Liga,30,24,33.9,73.6,5,3.8,,,0.1,0.1,70.7,0,,2.6,2019-08-19,2022-09-15,189,72,Left
41029,,25,Netherlands,GK,Manchester United,Bundesliga,17,19,78.8,146.5,0.1,0.2,0,0.1,0,0.9,74.6,4.9,5.6,71.2,2007-12-18,2011-02-28,200,85,Left
31299,Zachary Delacruz,20,,MF,Arsenal,Ligue 1,31,28,66.8,120.9,0.7,2.2,3.4,3.1,1.6,1.3,,0.1,4.1,1.8,2015-03-01,2017-01-06,191,81,Right
33206,Richard Baker,27,Netherlands,DF,Barcelona,Premier League,25,6,25,111.3,0.8,,1,4.6,2,,80.2,,8.5,0.1,2005-07-25,2006-01-14,187,61,Both
64040,,20,Netherlands,,Barcelona,La Liga,36,16,50.4,79.7,0,0.2,0.4,0.1,0.1,1,66.3,2.7,10.5,75.7,2006-12-10,2009-03-03,191,85,Left
13248,Samuel Anderson,21,,DF,Barcelona,La Liga,,15,41.2,123.4,0.6,,1,4.2,2.1,3.3,79.2,,5.4,8.5,2013-11-04,2015-03-23,185,74,Right
33509,Lori Clements DVM,35,Germany,,PSG,Serie A,26,,70,87.7,2.4,1.4,2.7,3,1.6,1.2,83.9,0.1,9.3,,2012-06-18,2014-02-01,177,93,Left
53540,Stephanie Hoffman,23,Belgium,MF,,Serie A,10,,84.3,48.9,1.1,,1.8,2.8,,,83.3,0.1,2.7,3.2,2012-12-25,2015-12-09,176,70,Right
63964,Kayla Osborne,,Portugal,GK,,La Liga,28,3,91.1,112.4,,0.2,0.3,0,0,1,73.3,4.5,5.1,,2011-02-05,2012-11-10,196,62,Left
97806,Alicia Bowen,33,Netherlands,GK,Inter Milan,La Liga,28,18,20.7,94,,0,0.3,0.1,0,,71.4,4.1,6.1,77.5,2005-12-17,2010-12-17,195,65,
42527,,30,,FW,Barcelona,,,29,52.6,24.6,,2.6,2.7,,0.2,0.3,77.3,0.1,3.8,1.5,2016-04-11,2017-02-02,193,68,Left
44970,Craig Robertson,35,England,,Bayern Munich,Serie A,16,24,65.3,40,0.7,0.7,0.4,4.9,3,6.1,82.8,0.2,14.5,,2008-11-23,2010-08-13,177,65,Right
30866,Mark Guzman,33,,,,,43,15,44.1,5.1,0.8,0.9,0.6,4.6,2.6,,,0.1,4.7,9.9,2007-12-05,2009-10-19,184,68,Right
24168,,31,,DF,,La Liga,36,21,78.6,126.1,0.5,0.6,0.4,3.3,4.1,5.7,78.4,0.1,10.4,9.7,2013-06-05,2016-07-20,169,90,Right
60140,Cheryl Hawkins,20,Spain,GK,,Ligue 1,42,9,,38.5,0,0.3,,0.1,0.2,1.8,76.5,5.8,14.1,78.4,2020-06-08,2023-04-14,193,91,Right
15075,Tony Wood,23,Germany,,Inter Milan,,9,25,40.1,149.4,0.2,0,0.3,0.2,0.2,0.6,77.7,4.9,19.4,77.2,2015-08-19,2017-09-10,193,71,Right
71694,Daniel Horne,35,Netherlands,FW,Inter Milan,Ligue 1,9,17,26.2,44.1,4.3,2.2,1.4,,0.5,0.2,73.7,0.1,0.4,1.6,2005-10-21,2009-05-15,172,67,Right
39154,William King,31,Brazil,FW,Manchester United,Ligue 1,18,20,53.1,113.2,2.2,2.5,,0.7,0.5,0.4,77,0.1,1.1,1,2010-10-14,2011-12-25,176,67,Right
36158,Carlos Hancock,30,Argentina,FW,Inter Milan,Serie A,1,23,,42.9,,1.8,2.1,0.9,0.8,,81.5,,3,2.9,2012-10-11,2017-04-26,172,87,Right
70332,Megan Holt,26,Spain,DF,Arsenal,Ligue 1,13,25,84.2,,0.8,,0.6,3,4.1,3.3,83.5,0.2,13.5,0.8,2016-08-25,2018-11-11,185,79,Right
55830,Gregg Alvarez,20,,,Liverpool,,10,2,116.4,31.3,2.2,1.8,1.9,3.1,2.1,1.5,85.8,0.1,9.4,3.9,2009-02-26,2010-03-04,193,66,Left
50001,David Conway,36,Argentina,MF,,Bundesliga,11,3,111.2,12.3,,2.1,2.9,2.9,1.7,1.6,,0.1,0.1,3.3,2007-03-18,2012-09-28,187,70,Right
39831,,19,Argentina,DF,Inter Milan,Ligue 1,8,29,,36.5,0.6,0.9,0.4,3.5,3.5,3.1,86.2,0.1,11.7,0.4,2006-04-05,2011-06-25,176,79,Left
39219,Claudia Murray,27,France,DF,Juventus,Serie A,18,2,108.8,149.6,0.5,1.4,0.7,4.8,3.6,6.8,87.4,0.1,12.9,0.4,2005-11-14,2008-03-16,184,75,Left
13101,Christine Montes,17,Brazil,,Arsenal,Serie A,17,15,59.6,74.9,0.7,1.2,0.5,3.2,2.5,6.2,77.5,0.3,11.5,8.6,2009-02-23,2010-08-09,184,63,Right
96511,Ashley Wilson,34,England,GK,Manchester United,,10,2,34.4,116.7,0.1,0.2,0,0.1,0.2,,,5.5,6.1,71.5,2018-07-26,2021-07-08,199,65,Right
35313,David Hayes,26,England,,Arsenal,La Liga,7,9,34.4,,3.6,1.6,1.8,1.1,0.4,0.7,71.1,0,,1.1,2019-10-07,2021-09-19,174,81,Left
62227,Valerie Tran,19,Portugal,FW,Juventus,La Liga,14,16,17,89,2.9,2.6,1.9,1,0.1,0.7,77.3,0,3.9,0.9,2018-01-14,2023-11-10,170,85,Right
53025,Andrew Ball,24,,,Real Madrid,Premier League,6,18,85.6,135.9,1.3,1.9,2.8,3.2,2.5,1.6,82.3,0,3.8,2.6,2016-11-01,2018-12-19,177,62,Right
46517,Alan Herman,36,Italy,FW,,La Liga,4,22,37.4,19.8,4,,1.9,,0.4,1,83.3,0,1.9,0.8,2009-02-27,2011-02-02,169,73,Right
19099,Connie Hardin,19,Italy,DF,Manchester United,Serie A,47,16,93.8,134.8,0.9,0.5,0.8,4.7,,5.5,75.9,0,10.1,5,2017-05-04,2020-10-07,192,70,Left
46585,Amy Martinez,33,Spain,DF,PSG,Ligue 1,29,11,37.6,28.4,0.7,0.9,,2.7,4.4,4.3,77,0.2,8.2,7,2012-02-13,2017-02-14,170,77,Right
56025,Dorothy Carter,,England,GK,Bayern Munich,Ligue 1,42,5,75.5,79.5,0.2,,0.4,0.2,0.2,0.8,75.5,5.6,10.8,72.8,2013-08-14,2016-03-16,189,71,Right
94080,Joshua Evans DVM,35,Spain,GK,Bayern Munich,,37,24,,109.7,0,,0.5,0.3,0.1,1.2,69.6,4.6,18.6,70.6,2006-09-01,2007-05-03,199,82,Both
76768,Paul Brown,35,England,DF,Chelsea,Ligue 1,49,20,87.9,102,0.8,0.6,0.9,3.3,2.9,5.9,88,,13.4,8.5,2015-11-06,2016-04-10,191,71,Left
62386,Heather Cuevas,33,France,MF,Barcelona,Serie A,18,16,,126.9,1.3,2.4,3.2,3.4,1.2,1.1,84.3,0.2,,0.3,2015-11-28,2017-06-17,177,72,Right
99065,Matthew Gonzalez,36,Brazil,MF,,La Liga,37,11,6.8,,0.7,,1.8,2.8,1.5,2.7,80.4,,4.6,,2013-10-14,2014-07-26,173,84,Right
80282,Brandy Kidd,28,Spain,MF,Chelsea,La Liga,28,3,,70.8,2.1,2.1,2.5,2.5,1.1,2.1,84.3,0.2,9.2,4.9,2016-09-19,2020-07-15,189,78,Left
53404,Diane Butler,31,Netherlands,MF,Real Madrid,Serie A,22,21,78.5,20.3,0.9,3,3.3,2.8,1.6,1.2,84.2,,6,4.9,2009-07-17,2014-12-01,193,95,Right
13617,Michael Jacobson,28,Spain,DF,Barcelona,Ligue 1,22,,110.9,118.4,0.7,0.9,0.6,4.5,4.1,6.3,85.8,0,13.1,2.5,2005-04-13,2010-09-11,178,67,Right
25118,Caitlyn Palmer,,Italy,GK,Barcelona,Ligue 1,49,17,95,40.1,0.1,0,0.2,,0,1.4,72.4,4.7,17.8,85.7,2013-08-26,2018-01-05,194,88,Right
44237,Kenneth Smith,18,France,GK,Manchester United,Ligue 1,37,3,74.3,11,0.1,0,0.4,0.1,0.1,1.6,,2.8,7.2,87.2,2007-04-16,2009-06-07,194,91,Left
33405,Christopher Duke,36,Spain,MF,Manchester United,Premier League,40,14,45.4,32,0.9,1.1,3.5,2.9,2.4,1.8,86.3,0.1,4.5,4.3,2011-03-03,2014-04-23,182,77,Right
86099,Brooke Gallegos,22,Netherlands,MF,Juventus,Bundesliga,22,7,0.6,53.2,1.8,1.4,1.8,1.6,1.4,2.2,90.5,0.1,7.8,3.3,2005-07-28,2010-05-22,173,65,Left
44795,Adam Green,18,Portugal,DF,Manchester United,Serie A,41,22,81.4,138.4,0.4,1.3,0.4,3.4,2.1,6.2,75.4,0.3,11.6,5.5,2005-12-09,2010-10-10,187,77,Left
15014,Angel Chavez,33,England,,Juventus,Bundesliga,5,27,32.3,104.4,0.2,0.1,0.4,0,0,1.2,68.1,6,7.5,89.8,2010-08-17,2011-07-08,176,78,Right
24208,Kelly Jacobs,19,Germany,DF,PSG,Serie A,,17,29.6,94,1,0.6,,4,4.3,4.9,79.1,0.3,13.5,4.6,2013-03-07,2016-08-02,189,81,Right
88193,Gina Dawson,32,Germany,MF,Liverpool,Bundesliga,27,7,,83.6,2.4,2.8,,2.8,1.5,2.8,89.3,0.2,7.2,4.5,2016-01-08,2017-09-23,187,91,Right
66959,William Byrd,27,Brazil,MF,Real Madrid,Bundesliga,33,,,65.4,1.5,3,2.5,1.7,1.6,2.9,80.3,0.1,6.3,4.6,2014-01-22,2015-12-25,179,62,Right
55309,Logan Bennett,19,Germany,MF,Juventus,Premier League,48,,70.2,53.3,2.1,1.8,2.2,2.9,1.4,1.8,90.6,0.1,4.2,0.9,2005-07-03,2006-03-04,186,87,Right
51114,Luis Thomas,,Brazil,GK,Barcelona,Bundesliga,,22,88.6,62.3,0,0,0,0.1,,1.6,,3,6.3,84.1,2005-04-04,2009-07-24,191,69,Left
67199,,24,Netherlands,,Inter Milan,Ligue 1,32,8,104.2,4.9,2.9,1.7,2.7,1.1,0.3,0.4,70.7,0.1,4.5,2.9,2018-05-07,2019-01-25,170,94,
89457,Sharon Ellis,21,England,GK,Barcelona,Serie A,39,4,,144.3,0.2,0.3,0.2,0.1,0.2,1.9,75.6,,12.6,75.2,2006-03-12,2007-08-05,202,88,Left
77033,Angelica Sharp,28,Argentina,GK,Juventus,La Liga,1,1,,27.4,0,0.2,0.3,,0.1,0.7,62.4,3.4,,84,2011-01-17,2013-09-01,189,74,Right
25157,Kevin Duke,25,Italy,MF,Chelsea,Bundesliga,48,,69.2,131.2,0.8,2.1,2.2,3.2,2.1,2.6,90.7,0.1,7,,2007-06-21,2009-09-04,188,92,Right
60488,,19,Italy,FW,Barcelona,Premier League,15,4,56.8,99.4,4.5,3,2.5,,0.8,1.4,82.8,0,0,1.8,2010-09-12,2012-05-20,169,66,Right
85574,Kelsey Berg,35,Argentina,DF,PSG,Serie A,47,0,51.5,121.8,0.3,1,0.7,2.9,2.2,4.3,83.3,0.2,5,3.1,2009-08-10,2012-06-16,189,71,Right
34914,,24,France,GK,Bayern Munich,Bundesliga,35,7,109.8,,0.1,0.3,0,0,0.1,1.1,76.1,2.7,8,72.6,2010-10-21,2015-02-03,190,89,
43386,Joshua Evans,35,Argentina,MF,Manchester United,Bundesliga,,2,11.5,61.7,1.5,2.1,2.3,1.7,,2.6,84.1,0,9.1,2.9,2013-08-28,2015-05-25,173,80,Right
15817,Erin Walker,34,Argentina,,Arsenal,Ligue 1,6,18,68.9,42.8,1.6,1.1,,3.1,1.1,1.4,80,0,3,,2020-03-12,2021-06-24,182,90,Right
67154,Tiffany Romero,22,,DF,PSG,La Liga,0,1,,94.8,0.2,0.4,0.5,4.3,2.1,6.3,82.6,0.2,5.1,7.7,2012-08-04,2014-05-07,177,83,Right
10221,Nicholas White,27,Italy,FW,Real Madrid,Bundesliga,20,29,28.3,131.6,,2.3,1.8,1.1,0.1,0.4,83.9,,3,0.5,2008-02-17,2010-09-25,176,79,Right
78146,Lisa Turner,32,Argentina,MF,Manchester United,Premier League,21,0,,19.3,2.4,2.9,3,2.4,1.2,,86.7,0.2,5.4,4.4,2009-10-03,2014-11-20,168,63,Right
80575,Breanna Smith,32,Germany,FW,Chelsea,Premier League,,24,8.1,,,,2.1,1.2,0.6,,75.2,0,3.7,1.9,2018-07-15,2019-01-18,183,87,Right
97900,Kyle Mosley,31,Portugal,MF,PSG,Premier League,,1,,129,,2.4,1.9,,1.6,1.2,89.5,0.1,0.7,2.2,2016-05-10,2021-07-19,173,79,Both
35825,Pamela Gray,25,France,DF,Juventus,Bundesliga,35,0,6.3,128.1,0.9,1,0.2,3.3,,,78.5,0.1,3.7,9.9,2011-07-22,2012-11-23,176,83,Right
57739,Shawn Lee,26,Portugal,GK,Manchester United,Premier League,,14,21.3,,0.1,0.2,,0,0.1,,69.9,3,15.9,72.2,2011-07-28,2016-04-24,198,91,Left
66531,,,Italy,MF,Liverpool,Premier League,17,18,16.8,85.9,1.4,2,1.9,2.7,1.4,1.7,89,0,6.5,3.7,2005-09-18,2009-10-02,171,95,Right
19171,Ryan Mcbride,,Spain,FW,Arsenal,La Liga,11,28,112.7,141.3,2.5,3.9,2,0.6,0.5,0.6,78.1,0,3.7,0.9,2010-09-11,2015-10-13,169,93,Right
97062,Rebecca Howard,36,Belgium,GK,Barcelona,Premier League,,20,29.3,130.1,0.1,0.1,0.1,0.2,0.1,1.3,75.7,3.7,16.9,86.6,2011-08-22,2014-06-02,200,95,Right
53279,Katie Sanchez,28,Italy,GK,Liverpool,Ligue 1,44,6,95.2,,0.1,0.2,0.5,0.2,0,1.6,74.6,5.6,,75.1,2011-07-22,2013-06-26,191,61,Right
91678,Robert Sharp,34,,FW,Barcelona,Serie A,20,,,80.5,3.1,2.1,2.9,0.7,0.6,1.3,70.2,0,1.8,0.1,2019-09-13,2023-08-11,168,74,
51145,Michael Hawkins,33,Brazil,DF,Arsenal,Premier League,12,29,2.9,143.2,0.9,0.7,0.3,4.9,3.8,5.2,79.7,0,,0.7,2017-09-18,2018-07-25,186,93,Right
26334,Adam Thornton,25,Belgium,MF,Real Madrid,Serie A,16,,110.1,25.8,2.4,2,1.9,,,2.4,82,0.2,,2.9,2009-08-05,2013-04-24,193,95,Right
49363,Michael Shelton,18,,DF,Juventus,Bundesliga,49,26,48.9,107.3,0.3,1,0.4,3.5,3,,77.3,0,9.6,0.6,2016-12-19,2017-08-24,192,65,Right
76469,Crystal Barber,29,Belgium,MF,Barcelona,Ligue 1,35,5,55.2,,1.4,2.7,2.1,1.9,2,2.1,80.5,0.1,2.5,4.5,2006-06-22,2008-06-27,177,71,Right
50538,Brian Wright,35,Portugal,DF,Barcelona,Serie A,22,22,113.2,144.5,1,,0.3,4.8,2,6.3,86.9,0.1,,0.5,2008-01-04,2009-09-08,188,62,Both
97410,Jamie Garcia,36,Spain,FW,Liverpool,La Liga,46,,94.4,17.4,3.4,3.4,1.5,0.8,0.3,0.5,,0.1,1.5,1.5,2006-09-10,2010-10-13,182,77,Right
63528,Colleen Crawford,25,Argentina,,Real Madrid,Premier League,8,2,14.9,30.3,1.2,,2.2,2.5,1.2,2.3,87.2,0,4.5,4.2,2020-08-11,2023-03-15,189,80,Right
52753,Paul Frazier,36,France,,Real Madrid,Serie A,0,24,107.2,56.2,2.2,1.6,2.7,3,,2.3,82.9,0.1,0,1,2010-08-03,2015-10-01,186,74,
62743,Marcus Fox,22,France,GK,Liverpool,Bundesliga,21,24,43.1,54.7,0.2,0.1,0.3,0.2,0.1,1.4,,,5.2,,2014-04-16,2019-07-10,192,92,
48752,Summer Alexander,,Netherlands,DF,Chelsea,La Liga,44,8,,26.2,0.4,1.1,0.6,4.3,3.5,6.6,85.8,0.1,,7.6,2018-06-14,2020-04-27,191,94,Right
82667,Brian Lambert,22,Germany,MF,Juventus,Bundesliga,,7,90.5,25.8,0.6,1.5,1.7,2,,1.3,90.2,,1.7,0.9,2013-10-20,2015-02-24,189,85,Right
26683,Debbie Greene,21,Italy,FW,PSG,Serie A,,,63,143.1,3.3,3.8,,0.9,0.4,0.8,74.1,0.1,1,2.3,2017-07-23,2019-04-20,171,67,Right
35144,Richard Short,34,Netherlands,,Real Madrid,La Liga,,6,45.1,28.6,1.8,1.8,,3.1,2.3,2.9,,0.1,6.9,,2018-06-12,2019-04-01,169,95,Right
65108,Wendy Castro,24,,DF,Inter Milan,Premier League,0,21,74.5,21.9,0.1,1.1,0.3,4.8,2.8,5.5,,0.2,9.8,0.9,2010-09-02,2015-10-01,192,89,
97153,Juan Daniel,32,Netherlands,DF,Arsenal,La Liga,24,10,23.6,13.3,,1.5,0.8,2.6,3.8,6.8,77.2,0.2,13.5,0.2,2008-06-21,2009-10-21,180,82,Right
59695,Patrick Cunningham,33,Spain,FW,PSG,,2,0,100.6,137,4.9,1.6,,0.8,0.2,1,81.5,0.1,2.5,1.8,2012-12-15,2014-04-26,168,73,Right
98777,,,France,FW,Inter Milan,Serie A,13,13,52.7,,3.8,2,2.7,0.7,0.7,1.3,74.6,0,4.2,2.7,2009-11-18,2012-05-11,184,73,Right
32810,Alisha Young,28,Germany,MF,Inter Milan,,46,7,,,2.2,2.7,2.9,1.9,1.5,,88.9,0.1,7.9,2.1,2008-03-14,2012-06-22,180,61,Right
90676,,,Brazil,MF,,,21,19,46.8,115.3,1,3,3.1,2.5,,1.2,,0.1,4.2,0.3,2007-07-10,2010-01-09,171,64,Left
84593,,26,England,DF,Manchester United,Serie A,30,6,15.5,9.2,0.3,0.4,,3.7,3.2,,86.2,0.2,10.9,,2007-05-11,2010-07-08,174,73,Right
49446,Amanda Yu,26,,MF,Juventus,Serie A,33,6,94.2,42.2,,3,3.4,2.4,1.9,2.8,85.6,0,7.1,0.6,2017-10-11,2020-02-07,184,84,Right
63225,Matthew Bailey,25,England,GK,Manchester United,Premier League,37,3,82.1,11.9,0.2,0.3,0.1,0.1,0.2,1.3,74.1,5.8,16.1,86.5,2019-06-25,2022-09-11,196,79,Right
81819,,25,Spain,,Juventus,Bundesliga,2,25,48.7,37.7,0.2,0.1,0,0.1,0.1,1.4,77.1,3.7,13,80.3,2015-11-16,2018-02-26,171,61,Left
10053,Dana Matthews,20,Argentina,GK,Inter Milan,La Liga,12,9,23,34.2,0.2,0.1,0.2,,,1.9,75.1,5.3,14.7,81.6,2005-02-10,2009-11-04,190,65,Right
49829,Patty Shaffer,19,Italy,DF,Bayern Munich,,4,26,36.7,11.1,0.2,0.9,0.8,3.6,,,83.7,0.1,11.9,9.8,2005-05-20,2006-05-18,168,76,Right
47606,Darryl Lucero,31,England,DF,Juventus,Premier League,25,,22.2,132.1,0.4,0.3,0.5,2.7,,,82.7,0.2,5.4,2.2,2013-12-20,2016-09-22,177,84,Right
37549,,20,Brazil,GK,Liverpool,Serie A,3,2,73.9,,0.1,0.2,0.2,0.1,0.1,,,3.5,14.3,89.1,2009-12-20,2011-08-24,191,87,Right
66346,Crystal Villegas,21,Germany,GK,Bayern Munich,La Liga,3,25,61.9,,0.2,0.1,0.3,0.1,0.2,0.7,79.5,3.9,12.6,76.6,2020-03-25,2023-01-02,196,61,Right
86019,Michaela Grant,17,,,Barcelona,Serie A,39,5,,17.6,0.2,0.1,0.4,0,0.1,1,66.9,4.5,6.5,86.3,2017-12-17,2022-11-21,180,94,
89516,Jody Moore,26,Spain,GK,Inter Milan,Premier League,14,20,69.4,72.4,0,0.2,,0.3,0.2,,60.9,3.1,19.2,88.5,2016-10-21,2018-02-09,201,64,
95813,,19,,MF,Inter Milan,La Liga,44,26,106.1,30,1.8,2.2,2.1,3.2,2.3,2.7,89.2,0.2,4.7,0.6,2008-02-17,2011-05-14,177,60,Right
52237,Michelle Johnson,33,Spain,FW,Real Madrid,Serie A,48,20,,,4.7,2.3,2.5,,,0.6,76.8,0.1,1.8,0.5,2019-09-01,2024-06-16,173,71,Left
70946,Alexander Stafford,30,Italy,,Liverpool,Ligue 1,,9,12.2,6.7,0.5,0.7,0.2,4.4,3.2,6.8,80.8,0.1,13.4,1.1,2006-10-15,2011-12-22,183,95,Both
67905,Kevin Price,30,Portugal,DF,Chelsea,Premier League,18,,109.6,101.5,,0.5,,4.4,4.1,6.8,80.9,0,7.9,10,2015-11-26,2017-12-21,173,82,Right
67954,Malik Perez,25,Belgium,,Barcelona,Serie A,2,3,74.3,65.5,0.7,1.8,,2.4,1.1,,80.4,0,0.6,1.9,2012-05-05,2013-04-20,184,90,
98555,Karen Johnson,25,Spain,FW,PSG,Premier League,43,18,64.3,7.4,2.6,2.6,2.9,0.8,0.6,1.4,75.5,,1.1,2,2016-03-13,2017-02-08,177,70,
38010,Kristen Cortez,17,Spain,GK,Barcelona,Ligue 1,8,23,30.3,95.6,0.1,0.2,0.2,0.2,0.1,1.7,79.8,5.8,12.3,81.4,2013-07-07,2018-05-06,189,69,Right
77000,Michael Perez,34,England,DF,Arsenal,La Liga,15,,75.5,85.5,0.4,0.8,0.5,2.7,3.2,,82.9,0,4.5,0.8,2016-11-11,2019-05-28,189,62,Right
72021,Shane Morton,29,Germany,MF,Arsenal,La Liga,27,14,43,18.7,0.9,2.2,3.1,1.5,1.5,1.7,91.1,0.2,2.3,,2013-07-08,2018-02-22,185,73,Left
32241,Scott Murphy,27,,FW,Liverpool,Serie A,23,7,25.4,18.3,,1.9,1.8,0.4,0.9,0.3,78.5,0.1,1.6,,2019-08-09,2024-04-16,170,75,Left
96356,,18,Brazil,DF,Real Madrid,Ligue 1,9,12,34.1,116.1,0.2,1.2,0.6,2.6,2.1,3.8,76.4,0.2,7.4,7.6,2012-08-23,2013-12-04,187,69,Right
21114,April Jones,33,Germany,,PSG,La Liga,5,7,,12.1,1.6,1.7,1.7,2.7,1.5,2.5,89.7,0.1,8.9,3.2,2018-05-04,2019-07-03,188,88,Right
47196,Laura Flores,26,Portugal,MF,Manchester United,Ligue 1,6,8,,30.5,1.3,2.7,,2.8,1.5,1.4,80.6,0,10,4.8,2018-02-25,2019-06-15,192,69,Left
77561,Erica Rush,22,Portugal,FW,Chelsea,Premier League,48,0,,13.3,4.6,2.8,2.7,0.7,0.8,0.5,81.9,0.1,1.1,1.9,2015-08-04,2016-06-20,182,71,Both
97012,Mitchell Le,25,Italy,,Arsenal,Serie A,38,4,98,32.3,2,1.8,1.9,3.4,1.1,1.8,90.3,,0.6,2.4,2008-06-18,2010-05-20,182,89,Left
92960,Wendy Mitchell,,France,GK,Arsenal,La Liga,26,19,48.9,95.8,0.1,0.2,0,,0.1,1.4,77.7,4.9,6.2,83,2014-03-10,2019-08-18,191,60,Right
91167,Jennifer Johnson,34,Portugal,DF,Bayern Munich,Serie A,7,18,75.4,85.6,0.5,1,0.6,2.8,3.7,4.6,84.6,0.1,3.9,3.3,2019-05-20,2020-01-07,176,64,Right
53933,Christopher Washington,19,Argentina,MF,Arsenal,,10,13,67.5,146.3,2.3,1.2,3,3.3,1.5,2.1,81.8,0.1,5.8,3.1,2017-09-12,2020-05-25,193,79,Right
22240,Johnathan Jackson,33,Germany,MF,Bayern Munich,Serie A,24,3,65.8,62.6,1.3,2,3.2,3.2,2.3,2.1,85.9,0,4.1,4.2,2008-12-02,2009-09-06,186,67,Right
40784,Joshua Rodriguez,,,GK,,La Liga,20,18,107.6,23.1,0,0.1,0,0.1,0.1,0.8,72.9,3.7,16.7,86.8,2012-01-11,2013-03-22,195,71,Right
98184,Sheri Mayer,26,Germany,GK,Manchester United,Ligue 1,49,,63.7,,0.2,0.1,0.4,,0.1,1.4,61.4,4.5,6.9,70.9,2017-10-03,2020-01-09,199,60,Right
50687,James Stephens,20,Brazil,DF,Liverpool,La Liga,,21,85.8,39.9,,0.7,0.4,3.7,3.1,5.1,80,0.2,11.6,8.8,2008-07-12,2013-03-07,184,79,Right
39444,,30,Brazil,MF,Bayern Munich,Serie A,13,19,81.8,51.3,1.3,1.5,3.3,3.5,1.2,2.7,83.4,0.2,5,1.9,2014-01-03,2016-05-25,178,87,Right
36100,Jamie Thompson,32,Germany,FW,Bayern Munich,Premier League,22,23,58.7,96.8,4.1,2.9,2,0.6,0.4,,79.4,0.1,,0,2018-10-14,2020-05-05,192,71,Right
