Player_Name,Age,Nationality,Position,Current_Club,League,Season,Appearances,Goals,Market_Value_Million_EUR,Transfer_Fee_Million_EUR,Shots_Per_Game,Dribbles_Per_Game,Key_Passes_Per_Game,Tackles_Per_Game,Interceptions_Per_Game,Clearances_Per_Game,Pass_Accuracy_Percentage,Saves_Per_Game,Clean_Sheets,Save_Percentage
Brandy Kidd,28.0,Spain,MF,Chelsea,La Liga,2017/2018,28.0,3.0,,70.8,2.1,2.1,2.5,2.5,1.1,2.1,84.3,0.2,9.2,4.9
Diane Butler,31.0,Netherlands,MF,Real Madrid,Serie A,2018/2019,22.0,21.0,78.5,20.3,0.9,3.0,3.3,2.8,1.6,1.2,84.2,,6.0,4.9
Michael Jacobson,28.0,Spain,DF,Barcelona,Ligue 1,2014/2015,22.0,,110.9,118.4,0.7,0.9,0.6,4.5,4.1,6.3,85.8,0.0,13.1,2.5
Caitlyn Palmer,,Italy,GK,Barcelona,Ligue 1,2024/2025,49.0,17.0,95.0,40.1,0.1,0.0,0.2,,0.0,1.4,72.4,4.7,17.8,85.7
Kenneth Smith,18.0,France,GK,Manchester United,Ligue 1,2017/2018,37.0,3.0,74.3,11.0,0.1,0.0,0.4,0.1,0.1,1.6,,2.8,7.2,87.2
Christopher Duke,36.0,Spain,MF,Manchester United,Premier League,2013/2014,40.0,14.0,45.4,32.0,0.9,1.1,3.5,2.9,2.4,1.8,86.3,0.1,4.5,4.3
Brooke Gallegos,22.0,Netherlands,MF,Juventus,Bundesliga,2024/2025,22.0,7.0,0.6,53.2,1.8,1.4,1.8,1.6,1.4,2.2,90.5,0.1,7.8,3.3
Adam Green,18.0,Portugal,DF,Manchester United,Serie A,2011/2012,41.0,22.0,81.4,138.4,0.4,1.3,0.4,3.4,2.1,6.2,75.4,0.3,11.6,5.5
Angel Chavez,33.0,England,,Juventus,Bundesliga,2018/2019,5.0,27.0,32.3,104.4,0.2,0.1,0.4,0.0,0.0,1.2,68.1,6.0,7.5,89.8
Kelly Jacobs,19.0,Germany,DF,PSG,Serie A,2023/2024,,17.0,29.6,94.0,1.0,0.6,,4.0,4.3,4.9,79.1,0.3,13.5,4.6
Gina Dawson,32.0,Germany,MF,Liverpool,Bundesliga,2011/2012,27.0,7.0,,83.6,2.4,2.8,,2.8,1.5,2.8,89.3,0.2,7.2,4.5
William Byrd,27.0,Brazil,MF,Real Madrid,Bundesliga,2014/2015,33.0,,,65.4,1.5,3.0,2.5,1.7,1.6,2.9,80.3,0.1,6.3,4.6
Logan Bennett,19.0,Germany,MF,Juventus,Premier League,2016/2017,48.0,,70.2,53.3,2.1,1.8,2.2,2.9,1.4,1.8,90.6,0.1,4.2,0.9
Luis Thomas,,Brazil,GK,Barcelona,Bundesliga,2014/2015,,22.0,88.6,62.3,0.0,0.0,0.0,0.1,,1.6,,3.0,6.3,84.1
,24.0,Netherlands,,Inter Milan,Ligue 1,2017/2018,32.0,8.0,104.2,4.9,2.9,1.7,2.7,1.1,0.3,0.4,70.7,0.1,4.5,2.9
Sharon Ellis,21.0,England,GK,Barcelona,Serie A,2024/2025,39.0,4.0,,144.3,0.2,0.3,0.2,0.1,0.2,1.9,75.6,,12.6,75.2
Angelica Sharp,28.0,Argentina,GK,Juventus,La Liga,2020/2021,1.0,1.0,,27.4,0.0,0.2,0.3,,0.1,0.7,62.4,3.4,,84.0
Kevin Duke,25.0,Italy,MF,Chelsea,Bundesliga,2019/2020,48.0,,69.2,131.2,0.8,2.1,2.2,3.2,2.1,2.6,90.7,0.1,7.0,
,19.0,Italy,FW,Barcelona,Premier League,2023/2024,15.0,4.0,56.8,99.4,4.5,3.0,2.5,,0.8,1.4,82.8,0.0,0.0,1.8
Kelsey Berg,35.0,Argentina,DF,PSG,Serie A,2012/2013,47.0,0.0,51.5,121.8,0.3,1.0,0.7,2.9,2.2,4.3,83.3,0.2,5.0,3.1
,24.0,France,GK,Bayern Munich,Bundesliga,2018/2019,35.0,7.0,109.8,,0.1,0.3,0.0,0.0,0.1,1.1,76.1,2.7,8.0,72.6
Joshua Evans,35.0,Argentina,MF,Manchester United,Bundesliga,2022/2023,,2.0,11.5,61.7,1.5,2.1,2.3,1.7,,2.6,84.1,0.0,9.1,2.9
Erin Walker,34.0,Argentina,,Arsenal,Ligue 1,2020/2021,6.0,18.0,68.9,42.8,1.6,1.1,,3.1,1.1,1.4,80.0,0.0,3.0,
Tiffany Romero,22.0,,DF,PSG,La Liga,2011/2012,0.0,1.0,,94.8,0.2,0.4,0.5,4.3,2.1,6.3,82.6,0.2,5.1,7.7
Nicholas White,27.0,Italy,FW,Real Madrid,Bundesliga,2010/2011,20.0,29.0,28.3,131.6,,2.3,1.8,1.1,0.1,0.4,83.9,,3.0,0.5
Lisa Turner,32.0,Argentina,MF,Manchester United,Premier League,2021/2022,21.0,0.0,,19.3,2.4,2.9,3.0,2.4,1.2,,86.7,0.2,5.4,4.4
Breanna Smith,32.0,Germany,FW,Chelsea,Premier League,2021/2022,,24.0,8.1,,,,2.1,1.2,0.6,,75.2,0.0,3.7,1.9
Kyle Mosley,31.0,Portugal,MF,PSG,Premier League,2012/2013,,1.0,,129.0,,2.4,1.9,,1.6,1.2,89.5,0.1,0.7,2.2
Pamela Gray,25.0,France,DF,Juventus,Bundesliga,2018/2019,35.0,0.0,6.3,128.1,0.9,1.0,0.2,3.3,,,78.5,0.1,3.7,9.9
Shawn Lee,26.0,Portugal,GK,Manchester United,Premier League,2012/2013,,14.0,21.3,,0.1,0.2,,0.0,0.1,,69.9,3.0,15.9,72.2
,,Italy,MF,Liverpool,Premier League,2017/2018,17.0,18.0,16.8,85.9,1.4,2.0,1.9,2.7,1.4,1.7,89.0,0.0,6.5,3.7
Ryan Mcbride,,Spain,FW,Arsenal,La Liga,2022/2023,11.0,28.0,112.7,141.3,2.5,3.9,2.0,0.6,0.5,0.6,78.1,0.0,3.7,0.9
Rebecca Howard,36.0,Belgium,GK,Barcelona,Premier League,2014/2015,,20.0,29.3,130.1,0.1,0.1,0.1,0.2,0.1,1.3,75.7,3.7,16.9,86.6
Katie Sanchez,28.0,Italy,GK,Liverpool,Ligue 1,,44.0,6.0,95.2,,0.1,0.2,0.5,0.2,0.0,1.6,74.6,5.6,,75.1
Robert Sharp,34.0,,FW,Barcelona,Serie A,,20.0,,,80.5,3.1,2.1,2.9,0.7,0.6,1.3,70.2,0.0,1.8,0.1
Michael Hawkins,33.0,Brazil,DF,Arsenal,Premier League,2023/2024,12.0,29.0,2.9,143.2,0.9,0.7,0.3,4.9,3.8,5.2,79.7,0.0,,0.7
Adam Thornton,25.0,Belgium,MF,Real Madrid,Serie A,2018/2019,16.0,,110.1,25.8,2.4,2.0,1.9,,,2.4,82.0,0.2,,2.9
Michael Shelton,18.0,,DF,Juventus,Bundesliga,2016/2017,49.0,26.0,48.9,107.3,0.3,1.0,0.4,3.5,3.0,,77.3,0.0,9.6,0.6
Crystal Barber,29.0,Belgium,MF,Barcelona,Ligue 1,2010/2011,35.0,5.0,55.2,,1.4,2.7,2.1,1.9,2.0,2.1,80.5,0.1,2.5,4.5
Brian Wright,35.0,Portugal,DF,Barcelona,Serie A,2020/2021,22.0,22.0,113.2,144.5,1.0,,0.3,4.8,2.0,6.3,86.9,0.1,,0.5
Jamie Garcia,36.0,Spain,FW,Liverpool,La Liga,2017/2018,46.0,,94.4,17.4,3.4,3.4,1.5,0.8,0.3,0.5,,0.1,1.5,1.5
Colleen Crawford,25.0,Argentina,,Real Madrid,Premier League,2013/2014,8.0,2.0,14.9,30.3,1.2,,2.2,2.5,1.2,2.3,87.2,0.0,4.5,4.2
Paul Frazier,36.0,France,,Real Madrid,Serie A,,0.0,24.0,107.2,56.2,2.2,1.6,2.7,3.0,,2.3,82.9,0.1,0.0,1.0
Marcus Fox,22.0,France,GK,Liverpool,Bundesliga,2011/2012,21.0,24.0,43.1,54.7,0.2,0.1,0.3,0.2,0.1,1.4,,,5.2,
Summer Alexander,,Netherlands,DF,Chelsea,La Liga,2013/2014,44.0,8.0,,26.2,0.4,1.1,0.6,4.3,3.5,6.6,85.8,0.1,,7.6
Brian Lambert,22.0,Germany,MF,Juventus,Bundesliga,2020/2021,,7.0,90.5,25.8,0.6,1.5,1.7,2.0,,1.3,90.2,,1.7,0.9
Debbie Greene,21.0,Italy,FW,PSG,Serie A,2021/2022,,,63.0,143.1,3.3,3.8,,0.9,0.4,0.8,74.1,0.1,1.0,2.3
Richard Short,34.0,Netherlands,,Real Madrid,La Liga,2023/2024,,6.0,45.1,28.6,1.8,1.8,,3.1,2.3,2.9,,0.1,6.9,
Wendy Castro,24.0,,DF,Inter Milan,Premier League,2020/2021,0.0,21.0,74.5,21.9,0.1,1.1,0.3,4.8,2.8,5.5,,0.2,9.8,0.9
Juan Daniel,32.0,Netherlands,DF,Arsenal,La Liga,2024/2025,24.0,10.0,23.6,13.3,,1.5,0.8,2.6,3.8,6.8,77.2,0.2,13.5,0.2
Patrick Cunningham,33.0,Spain,FW,PSG,,2022/2023,2.0,0.0,100.6,137.0,4.9,1.6,,0.8,0.2,1.0,81.5,0.1,2.5,1.8
,,France,FW,Inter Milan,Serie A,2011/2012,13.0,13.0,52.7,,3.8,2.0,2.7,0.7,0.7,1.3,74.6,0.0,4.2,2.7
Alisha Young,28.0,Germany,MF,Inter Milan,,2021/2022,46.0,7.0,,,2.2,2.7,2.9,1.9,1.5,,88.9,0.1,7.9,2.1
,,Brazil,MF,,,,21.0,19.0,46.8,115.3,1.0,3.0,3.1,2.5,,1.2,,0.1,4.2,0.3
,26.0,England,DF,Manchester United,Serie A,2015/2016,30.0,6.0,15.5,9.2,0.3,0.4,,3.7,3.2,,86.2,0.2,10.9,
Amanda Yu,26.0,,MF,Juventus,Serie A,2019/2020,33.0,6.0,94.2,42.2,,3.0,3.4,2.4,1.9,2.8,85.6,0.0,7.1,0.6
Matthew Bailey,25.0,England,GK,Manchester United,Premier League,2013/2014,37.0,3.0,82.1,11.9,0.2,0.3,0.1,0.1,0.2,1.3,74.1,5.8,16.1,86.5
,25.0,Spain,,Juventus,Bundesliga,2020/2021,2.0,25.0,48.7,37.7,0.2,0.1,0.0,0.1,0.1,1.4,77.1,3.7,13.0,80.3
Dana Matthews,20.0,Argentina,GK,Inter Milan,La Liga,2010/2011,12.0,9.0,23.0,34.2,0.2,0.1,0.2,,,1.9,75.1,5.3,14.7,81.6
Patty Shaffer,19.0,Italy,DF,Bayern Munich,,2011/2012,4.0,26.0,36.7,11.1,0.2,0.9,0.8,3.6,,,83.7,0.1,11.9,9.8
Darryl Lucero,31.0,England,DF,Juventus,Premier League,2014/2015,25.0,,22.2,132.1,0.4,0.3,0.5,2.7,,,82.7,0.2,5.4,2.2
,20.0,Brazil,GK,Liverpool,Serie A,2020/2021,3.0,2.0,73.9,,0.1,0.2,0.2,0.1,0.1,,,3.5,14.3,89.1
Crystal Villegas,21.0,Germany,GK,Bayern Munich,La Liga,,3.0,25.0,61.9,,0.2,0.1,0.3,0.1,0.2,0.7,79.5,3.9,12.6,76.6
Michaela Grant,17.0,,,Barcelona,Serie A,,39.0,5.0,,17.6,0.2,0.1,0.4,0.0,0.1,1.0,66.9,4.5,6.5,86.3
Jody Moore,26.0,Spain,GK,Inter Milan,Premier League,2016/2017,14.0,20.0,69.4,72.4,0.0,0.2,,0.3,0.2,,60.9,3.1,19.2,88.5
,19.0,,MF,Inter Milan,La Liga,,44.0,26.0,106.1,30.0,1.8,2.2,2.1,3.2,2.3,2.7,89.2,0.2,4.7,0.6
Michelle Johnson,33.0,Spain,FW,Real Madrid,Serie A,,48.0,20.0,,,4.7,2.3,2.5,,,0.6,76.8,0.1,1.8,0.5
Alexander Stafford,30.0,Italy,,Liverpool,Ligue 1,2019/2020,,9.0,12.2,6.7,0.5,0.7,0.2,4.4,3.2,6.8,80.8,0.1,13.4,1.1
Kevin Price,30.0,Portugal,DF,Chelsea,Premier League,2017/2018,18.0,,109.6,101.5,,0.5,,4.4,4.1,6.8,80.9,0.0,7.9,10.0
Malik Perez,25.0,Belgium,,Barcelona,Serie A,2020/2021,2.0,3.0,74.3,65.5,0.7,1.8,,2.4,1.1,,80.4,0.0,0.6,1.9
Karen Johnson,25.0,Spain,FW,PSG,Premier League,2013/2014,43.0,18.0,64.3,7.4,2.6,2.6,2.9,0.8,0.6,1.4,75.5,,1.1,2.0
Kristen Cortez,17.0,Spain,GK,Barcelona,Ligue 1,2016/2017,8.0,23.0,30.3,95.6,0.1,0.2,0.2,0.2,0.1,1.7,79.8,5.8,12.3,81.4
Michael Perez,34.0,England,DF,Arsenal,La Liga,2020/2021,15.0,,75.5,85.5,0.4,0.8,0.5,2.7,3.2,,82.9,0.0,4.5,0.8
Shane Morton,29.0,Germany,MF,Arsenal,La Liga,2023/2024,27.0,14.0,43.0,18.7,0.9,2.2,3.1,1.5,1.5,1.7,91.1,0.2,2.3,
Scott Murphy,27.0,,FW,Liverpool,Serie A,2013/2014,23.0,7.0,25.4,18.3,,1.9,1.8,0.4,0.9,0.3,78.5,0.1,1.6,
,18.0,Brazil,DF,Real Madrid,Ligue 1,2024/2025,9.0,12.0,34.1,116.1,0.2,1.2,0.6,2.6,2.1,3.8,76.4,0.2,7.4,7.6
April Jones,33.0,Germany,,PSG,La Liga,2018/2019,5.0,7.0,,12.1,1.6,1.7,1.7,2.7,1.5,2.5,89.7,0.1,8.9,3.2
Laura Flores,26.0,Portugal,MF,Manchester United,Ligue 1,2013/2014,6.0,8.0,,30.5,1.3,2.7,,2.8,1.5,1.4,80.6,0.0,10.0,4.8
Erica Rush,22.0,Portugal,FW,Chelsea,Premier League,2013/2014,48.0,0.0,,13.3,4.6,2.8,2.7,0.7,0.8,0.5,81.9,0.1,1.1,1.9
Mitchell Le,25.0,Italy,,Arsenal,Serie A,2016/2017,38.0,4.0,98.0,32.3,2.0,1.8,1.9,3.4,1.1,1.8,90.3,,0.6,2.4
Wendy Mitchell,,France,GK,Arsenal,La Liga,,26.0,19.0,48.9,95.8,0.1,0.2,0.0,,0.1,1.4,77.7,4.9,6.2,83.0
Jennifer Johnson,34.0,Portugal,DF,Bayern Munich,Serie A,,7.0,18.0,75.4,85.6,0.5,1.0,0.6,2.8,3.7,4.6,84.6,0.1,3.9,3.3
Christopher Washington,19.0,Argentina,MF,Arsenal,,2015/2016,10.0,13.0,67.5,146.3,2.3,1.2,3.0,3.3,1.5,2.1,81.8,0.1,5.8,3.1
Johnathan Jackson,33.0,Germany,MF,Bayern Munich,Serie A,2014/2015,24.0,3.0,65.8,62.6,1.3,2.0,3.2,3.2,2.3,2.1,85.9,0.0,4.1,4.2
Joshua Rodriguez,,,GK,,La Liga,2016/2017,20.0,18.0,107.6,23.1,0.0,0.1,0.0,0.1,0.1,0.8,72.9,3.7,16.7,86.8
Sheri Mayer,26.0,Germany,GK,Manchester United,Ligue 1,2016/2017,49.0,,63.7,,0.2,0.1,0.4,,0.1,1.4,61.4,4.5,6.9,70.9
James Stephens,20.0,Brazil,DF,Liverpool,La Liga,2021/2022,,21.0,85.8,39.9,,0.7,0.4,3.7,3.1,5.1,80.0,0.2,11.6,8.8
,30.0,Brazil,MF,Bayern Munich,Serie A,2018/2019,13.0,19.0,81.8,51.3,1.3,1.5,3.3,3.5,1.2,2.7,83.4,0.2,5.0,1.9
Jamie Thompson,32.0,Germany,FW,Bayern Munich,Premier League,2010/2011,22.0,23.0,58.7,96.8,4.1,2.9,2.0,0.6,0.4,,79.4,0.1,,0.0
Kathryn Gillespie,36.0,Germany,GK,Liverpool,Ligue 1,2021/2022,46.0,23.0,117.4,24.8,0.1,0.3,0.4,0.0,0.1,,61.8,2.5,8.9,87.3
Catherine Smith,21.0,Germany,FW,Barcelona,Ligue 1,2012/2013,6.0,14.0,106.6,92.6,3.6,2.9,1.9,0.7,0.3,1.2,75.2,,2.0,1.8
Ricky Brennan,32.0,Portugal,,Arsenal,La Liga,2023/2024,20.0,21.0,61.9,23.5,0.6,1.0,0.4,5.0,3.9,4.7,83.8,0.2,8.7,8.9
Dana Bell,22.0,France,DF,Inter Milan,Bundesliga,2020/2021,42.0,22.0,60.9,143.6,,,0.4,4.6,2.7,4.9,83.1,0.2,13.9,1.4
Michelle Adams,,Argentina,DF,Liverpool,Ligue 1,2020/2021,25.0,17.0,7.4,84.5,0.9,1.4,0.6,4.2,3.6,4.5,77.3,,3.2,0.3
Luis Ramos,28.0,Italy,MF,Bayern Munich,Ligue 1,2022/2023,46.0,13.0,60.1,107.1,1.9,2.9,3.3,2.6,2.2,1.0,88.8,0.1,3.4,0.4
Dr. Timothy Davis Jr.,25.0,Spain,,Manchester United,La Liga,2024/2025,22.0,2.0,90.8,125.3,1.3,1.4,,3.3,1.3,2.1,90.9,,4.8,2.7
Jessica Booker,30.0,Portugal,,Arsenal,Ligue 1,2013/2014,12.0,27.0,,6.3,1.4,2.0,,1.8,2.2,1.3,80.5,0.2,,3.5
Allison Hudson,19.0,Germany,MF,Inter Milan,Ligue 1,2021/2022,1.0,18.0,94.2,115.7,2.3,1.5,3.1,3.5,1.1,1.8,90.0,0.2,5.9,0.2
Kevin Lewis,24.0,Brazil,,Liverpool,Bundesliga,2014/2015,,12.0,24.5,49.8,0.1,,0.3,0.2,0.0,1.6,63.0,4.2,18.1,79.3
Sherri English,34.0,Portugal,FW,Juventus,Bundesliga,2019/2020,,25.0,14.1,15.9,3.9,2.4,2.0,1.0,0.4,1.2,,0.1,1.2,1.1
Madison Stout,17.0,England,,Manchester United,Ligue 1,2013/2014,,23.0,37.0,105.8,1.7,1.8,2.8,3.1,1.0,,86.8,0.2,7.5,0.0
David Horton,,Argentina,FW,Liverpool,Serie A,2012/2013,30.0,24.0,25.0,,4.2,3.2,1.7,0.8,0.9,0.3,81.6,0.0,3.5,2.8
Roberto Hubbard,23.0,Netherlands,MF,Liverpool,Ligue 1,2011/2012,24.0,16.0,,134.5,1.4,2.1,3.3,3.1,,,85.7,0.1,0.1,4.0
Kerry Garza,28.0,Belgium,DF,Barcelona,Ligue 1,2021/2022,14.0,12.0,102.6,,0.4,,,4.4,2.0,5.3,75.3,0.1,10.9,4.5
,23.0,Brazil,MF,Inter Milan,Ligue 1,2016/2017,22.0,14.0,92.5,127.9,1.7,2.3,3.3,2.7,1.5,1.4,91.4,0.0,1.9,1.5
Sarah Neal,34.0,Germany,DF,Juventus,Ligue 1,2010/2011,8.0,16.0,68.7,27.3,0.7,0.4,0.7,4.2,3.3,7.0,83.2,,7.5,1.3
Rodney Ross,23.0,Portugal,GK,PSG,La Liga,2023/2024,20.0,5.0,83.4,113.8,0.0,0.2,0.3,0.1,0.0,,65.2,3.9,13.6,82.3
Karen Garcia,30.0,Spain,FW,Real Madrid,Ligue 1,2021/2022,16.0,15.0,25.9,71.0,2.1,2.6,2.9,0.3,0.4,0.9,71.1,0.1,2.8,2.1
,24.0,England,GK,Chelsea,,2021/2022,9.0,29.0,25.5,112.4,0.1,0.1,,0.2,0.2,2.0,62.0,3.7,12.4,81.2
Jason Phillips,,Netherlands,,PSG,Ligue 1,2014/2015,19.0,23.0,43.4,,0.1,0.0,0.2,0.0,0.2,,73.9,4.0,17.6,77.9
Samantha Morris,33.0,Germany,MF,Arsenal,La Liga,2020/2021,44.0,12.0,22.7,,1.0,,2.3,,1.0,2.6,88.9,0.1,0.8,1.4
Kelly Ward,19.0,France,MF,PSG,Bundesliga,2016/2017,31.0,19.0,7.4,138.7,2.5,2.2,1.8,2.9,2.3,1.5,91.3,0.2,0.4,0.7
Christopher Luna,33.0,Germany,FW,Barcelona,La Liga,2024/2025,36.0,26.0,,58.8,5.0,1.9,2.4,1.1,0.6,0.2,84.7,0.0,1.7,1.1
Jeffrey Jennings,18.0,Italy,MF,Liverpool,La Liga,2010/2011,41.0,3.0,44.1,65.4,1.4,1.5,1.8,2.9,1.8,2.8,88.6,0.0,3.2,0.4
Karen Miller,26.0,France,MF,PSG,Ligue 1,2015/2016,9.0,21.0,60.7,50.7,2.4,1.2,2.0,3.4,2.4,2.1,84.2,,,2.4
John Young,21.0,Argentina,MF,Manchester United,Bundesliga,2019/2020,38.0,23.0,111.5,92.9,2.2,2.6,3.1,1.9,2.3,2.7,82.1,0.0,3.3,1.5
Jose Gonzalez,31.0,Brazil,MF,Chelsea,Serie A,2013/2014,21.0,21.0,114.7,26.6,1.5,2.2,3.4,1.8,1.8,1.6,80.8,0.0,5.1,2.1
Shelby Ferguson,18.0,Netherlands,FW,Chelsea,Bundesliga,2015/2016,10.0,8.0,10.2,62.6,,2.2,2.8,0.3,0.5,0.7,70.9,0.1,5.0,0.4
Jennifer Bautista,29.0,Argentina,GK,Inter Milan,,2016/2017,0.0,,58.4,74.2,0.1,0.1,0.1,,,1.6,62.0,2.7,12.8,
Collin Olsen,35.0,France,,Barcelona,Premier League,2021/2022,19.0,15.0,20.1,54.9,1.9,2.6,3.5,2.9,1.7,2.0,82.8,,6.0,4.3
Chelsea Roberts,17.0,Portugal,MF,Chelsea,Ligue 1,2018/2019,47.0,,38.8,101.9,0.8,1.5,2.1,3.3,1.2,2.0,88.3,0.1,7.7,
Thomas Campbell,17.0,Germany,MF,Juventus,Premier League,2018/2019,22.0,,86.6,85.4,0.5,2.8,2.9,1.6,1.6,3.0,81.6,0.1,5.3,4.6
Steven Cochran,17.0,England,DF,Liverpool,,,15.0,24.0,46.0,48.3,0.5,1.0,0.9,4.8,2.6,5.8,86.9,0.2,10.1,4.8
,28.0,,DF,Chelsea,Premier League,2017/2018,9.0,19.0,76.9,47.2,0.9,0.6,0.3,2.7,4.0,6.1,83.4,0.3,4.9,5.8
,34.0,England,MF,Barcelona,Premier League,2020/2021,39.0,16.0,90.2,33.2,1.5,2.7,1.8,2.6,1.4,1.9,83.0,0.0,,3.9
,18.0,,FW,,La Liga,2016/2017,35.0,23.0,35.9,71.4,2.4,1.6,2.0,0.8,0.6,0.5,83.5,0.0,4.7,0.3
Linda Walsh,18.0,Brazil,FW,PSG,,2023/2024,19.0,28.0,14.2,,4.6,2.0,1.1,0.7,0.9,1.3,77.0,0.0,0.6,0.2
Mary Mcgee,34.0,France,MF,Bayern Munich,Ligue 1,2018/2019,36.0,13.0,47.4,59.2,2.0,1.0,,3.4,1.6,2.2,90.0,0.1,8.6,3.0
Jessica Mendez,27.0,Netherlands,DF,Liverpool,Bundesliga,2017/2018,,7.0,69.1,120.2,0.2,1.2,0.3,2.7,2.6,4.7,84.7,0.2,,6.5
Chelsey Holmes,20.0,Spain,MF,PSG,La Liga,2018/2019,25.0,28.0,60.5,95.2,,1.2,3.1,2.9,1.8,,88.2,0.1,,4.8
Catherine Hamilton,,England,DF,Manchester United,Ligue 1,2013/2014,25.0,22.0,12.5,36.8,0.7,1.2,0.7,4.6,2.3,5.7,81.1,0.1,8.4,2.3
John Blackwell,25.0,Germany,GK,Chelsea,Bundesliga,2016/2017,29.0,16.0,58.2,7.0,0.2,0.1,0.0,,0.1,1.1,73.3,5.6,6.6,
Jessica Morrison,,Argentina,GK,Real Madrid,Serie A,2024/2025,29.0,22.0,21.3,79.7,0.1,0.1,0.4,0.3,0.1,1.4,65.5,4.7,5.6,76.0
Michele Smith,29.0,Germany,DF,Bayern Munich,Ligue 1,2010/2011,32.0,12.0,46.0,,0.3,,0.3,4.6,3.2,7.0,76.8,0.3,12.1,7.1
Jennifer Campos,,France,DF,PSG,La Liga,2021/2022,29.0,0.0,94.3,76.3,0.4,1.1,0.8,4.8,3.9,5.6,82.4,0.1,,
Amber Hunter,22.0,Netherlands,GK,Barcelona,La Liga,,9.0,,100.9,24.8,0.1,0.0,0.4,0.1,0.2,1.9,,5.6,,87.1
Cody Carlson,26.0,Germany,GK,PSG,Serie A,2014/2015,12.0,18.0,14.9,128.4,0.1,0.0,0.4,0.0,0.1,1.3,79.2,,5.7,73.8
,30.0,Argentina,MF,Real Madrid,Bundesliga,,0.0,2.0,102.5,42.1,2.2,2.3,2.8,3.3,2.4,,88.5,0.1,7.9,4.5
Lori Warren MD,23.0,Belgium,,,La Liga,2016/2017,9.0,12.0,72.5,65.7,1.7,2.9,2.1,,2.3,2.9,88.6,0.1,0.8,1.0
Jonathan Hancock,31.0,Portugal,DF,Chelsea,Serie A,2013/2014,35.0,13.0,86.6,26.0,0.3,0.7,0.9,3.3,2.2,4.7,86.8,0.0,6.1,6.5
Mark Scott,36.0,Belgium,DF,Bayern Munich,,2015/2016,25.0,7.0,64.9,86.0,0.4,,,4.1,2.1,5.4,,0.1,5.0,0.3
Jason Booth,26.0,Spain,GK,Liverpool,Serie A,,2.0,10.0,71.7,125.9,0.1,,0.2,0.1,0.0,1.1,61.3,4.0,,88.3
Rickey Johnson,31.0,Italy,MF,Manchester United,Ligue 1,2022/2023,37.0,11.0,99.5,,2.2,1.1,2.8,1.8,,2.5,86.0,0.1,2.6,1.9
Christine Weber,24.0,Argentina,MF,Manchester United,Serie A,2022/2023,28.0,10.0,32.2,138.7,2.3,1.4,1.6,2.8,1.2,1.4,85.1,0.0,9.5,4.1
Shane Lee,,Portugal,DF,Bayern Munich,La Liga,2018/2019,23.0,23.0,89.1,86.3,0.2,1.3,0.8,4.3,3.8,,76.6,0.2,14.8,
Kayla Mcknight,31.0,Argentina,DF,PSG,Ligue 1,2011/2012,36.0,16.0,30.4,110.5,0.9,0.6,0.7,3.0,2.9,4.6,80.6,0.3,,4.0
Jeremy Morales,23.0,Spain,MF,,Serie A,2015/2016,41.0,28.0,119.0,84.5,1.6,2.3,1.9,3.1,1.4,1.3,87.4,0.0,8.6,0.1
John Morales,25.0,,FW,Real Madrid,Premier League,,16.0,28.0,,67.3,3.6,3.3,2.3,,0.4,0.2,70.3,,3.1,0.3
Raven Willis,33.0,Italy,DF,Juventus,La Liga,2014/2015,21.0,2.0,112.4,2.8,0.2,0.9,,3.5,3.9,6.6,81.0,0.1,4.6,3.4
Nicole Rojas,,Belgium,FW,Liverpool,Ligue 1,2024/2025,29.0,,71.9,90.4,4.2,3.0,,1.1,0.6,0.1,73.5,0.0,,2.3
Debbie Watts,19.0,Portugal,GK,Juventus,Bundesliga,2022/2023,18.0,22.0,35.3,130.5,0.1,0.1,0.1,,0.1,2.0,,3.5,,76.2
James Welch,24.0,Spain,MF,Juventus,Premier League,2021/2022,38.0,20.0,44.8,89.9,1.5,2.6,2.1,2.3,1.6,2.2,87.5,0.1,0.1,4.6
Jose Duffy,24.0,England,DF,Inter Milan,Serie A,2023/2024,36.0,5.0,13.0,76.0,0.1,1.2,0.6,4.4,3.8,,76.7,0.2,3.9,2.7
Dr. Ronald Anderson DDS,,Netherlands,DF,,Serie A,2019/2020,22.0,,87.5,,0.6,0.8,1.0,4.5,3.0,3.2,79.6,0.3,7.8,5.9
Aaron Castillo,21.0,Germany,DF,Liverpool,Serie A,,8.0,26.0,37.4,126.8,0.7,0.5,0.7,3.7,2.3,5.3,82.8,0.1,11.6,3.0
Anthony Garcia,30.0,Brazil,MF,Arsenal,,,5.0,21.0,,46.0,1.7,2.0,1.8,3.3,1.8,,84.6,0.1,2.5,3.2
Jacob Hammond,32.0,Belgium,DF,Real Madrid,Premier League,,29.0,,19.9,125.5,0.6,0.8,0.5,4.5,4.2,5.2,82.7,0.3,11.4,8.2
Jessica Smith,,,DF,Chelsea,,2024/2025,20.0,1.0,114.0,89.2,,0.8,0.7,3.3,2.7,5.2,86.8,0.2,14.4,8.0
James Jones,35.0,Spain,GK,Real Madrid,Ligue 1,2017/2018,,14.0,22.3,75.5,0.2,0.0,0.3,0.0,0.2,,62.9,4.7,8.3,75.5
Kayla Dunn,18.0,England,DF,Manchester United,Ligue 1,,4.0,1.0,100.8,125.6,0.4,,0.9,4.4,3.7,4.0,81.5,0.2,10.0,
